pid,name,unit,retail_price,actual_price,wholesale_price,category,description,quantity,url,enable,variant_id,brand,barcode,loose,sid
202,Green Designer Paper Plate (40count),per packet,80,100,80,Disposibles Items,this item is Green Designer Paper Plate (40count),100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620121657719-14f09f63-bfe2-41d0-991a-b74fb360f3ce.jpeg,True,0,,,False,1
203,Disposable Plastic Curry Cups Strong,50 Cups,50,50,50,Disposibles Items,this item is Disposable Plastic Curry Cups Strong,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620121939878-ed50829c-b8fb-4087-a816-d85f5830bb8f.jpeg,True,0,,,False,1
204,Disposable Plastic Curry Cups Strong,100 Cups,100,120,100,Disposibles Items,this item is Disposable Plastic Curry Cups Strong,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620121939878-ed50829c-b8fb-4087-a816-d85f5830bb8f.jpeg,True,1,,,False,1
205,Plastic Spoons Small (100 Pcs),per packet,10,20,10,Disposibles Items,this item is Plastic Spoons Small (100 Pcs),100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620122093637-872f7190-8035-4658-9371-a52f72f143c8.jpeg,True,0,,,False,1
206,Plastic Spoons Big (100 Count),per packet,25,33,25,Disposibles Items,this item is Plastic Spoons Big (100 Count),100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620122165523-d813b53e-500f-4175-9bba-78d7dcef3c8c.jpeg,True,0,,,False,1
207,Table Paper Roll,per piece,70,100,70,Disposibles Items,this item is Table Paper Roll,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1621003598046-4a8180b5-df1d-4218-8765-ddd0d0e9a898.jpeg,True,0,,,False,1
208,Table Paper Roll White,per kg,100,120,100,Disposibles Items,this item is Table Paper Roll White,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1621003716510-af0d7b0c-890a-4c7e-9b0f-57c4f270df29.jpeg,True,0,,,False,1
209,Badam / బాదంపప్పు,Size: 100gm,100,120,100,Dry Fruits,this item is Badam / బాదంపప్పు,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619669552673-1faf8216-32f9-48d9-987b-8a62198934be.jpeg,True,0,,,False,1
210,Eṇḍi Kharjūraṁ / ఎండి ఖర్జూరం,100gm,30,35,30,Dry Fruits,this item is Eṇḍi Kharjūraṁ / ఎండి ఖర్జూరం,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619669613100-de07afba-6ffd-4856-ab85-365dad93e867.jpeg,True,0,,,False,1
211,Eṇḍi Kharjūraṁ / ఎండి ఖర్జూరం,250gm,75,85,75,Dry Fruits,this item is Eṇḍi Kharjūraṁ / ఎండి ఖర్జూరం,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619669613100-de07afba-6ffd-4856-ab85-365dad93e867.jpeg,True,1,,,False,1
212,Eṇḍi Kharjūraṁ / ఎండి ఖర్జూరం,500gm,150,175,150,Dry Fruits,this item is Eṇḍi Kharjūraṁ / ఎండి ఖర్జూరం,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619669613100-de07afba-6ffd-4856-ab85-365dad93e867.jpeg,True,2,,,False,1
213,Eṇḍi Kharjūraṁ / ఎండి ఖర్జూరం,1 Kg,300,350,300,Dry Fruits,this item is Eṇḍi Kharjūraṁ / ఎండి ఖర్జూరం,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619669613100-de07afba-6ffd-4856-ab85-365dad93e867.jpeg,True,3,,,False,1
214,Endi Drakshw Normal / ఎండిదాక్,per 250 gram,130,200,130,Dry Fruits,this item is Endi Drakshw Normal / ఎండిదాక్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619933847370-1cc2f9a4-f23f-4011-aafc-2d264308136e.jpeg,True,0,,,False,1
215,Endi Drakshw Sp / ఎండి దాక్ష స్పెషల్,per 250 gram,180,250,180,Dry Fruits,this item is Endi Drakshw Sp / ఎండి దాక్ష స్పెషల్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619933796124-8ad74a78-1cf5-4e23-9e08-f2f7e31a56f5.jpeg,True,0,,,False,1
216,Anjur / అంజుర్,250gm,275,325,275,Dry Fruits,this item is Anjur / అంజుర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619669726321-f9d25983-7697-4996-8c3e-d975fcaeb12a.jpeg,True,0,,,False,1
217,Anjur / అంజుర్,500gm,550,600,550,Dry Fruits,this item is Anjur / అంజుర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619669726321-f9d25983-7697-4996-8c3e-d975fcaeb12a.jpeg,True,1,,,False,1
218,Anjur / అంజుర్,1 Kg,"1,100","1,200","1,100",Dry Fruits,this item is Anjur / అంజుర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619669726321-f9d25983-7697-4996-8c3e-d975fcaeb12a.jpeg,True,2,,,False,1
219,Pista / పిస్తా,per 250 gram,300,495,300,Dry Fruits,this item is Pista / పిస్తా,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1625919761917-a86d94b7-f37b-4010-80fd-6cba76b2afd9.jpeg,True,0,,,False,1
220,Walnuts / వాల్ నట్స్,per 250 gram,300,499,300,Dry Fruits,this item is Walnuts / వాల్ నట్స్,100,https://cdn3.mydukaan.io/app/image/371x371/?url=https://dukaan-us.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1627974054867-d9c16b58-a766-4fd5-b9d8-1e833d5c5b5b.jpeg,True,0,,,False,1
221,Jedipappu/Cashew Nuts/జీడిపప్పు,50gm,35,40,35,Dry Fruits,this item is Jedipappu/Cashew Nuts/జీడిపప్పు,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619707430076-5da8a9de-0ac4-40c8-97e5-fffc9a7e9a16.jpeg,True,0,,,False,1
222,Jedipappu/Cashew Nuts/జీడిపప్పు,100gm,70,70,70,Dry Fruits,this item is Jedipappu/Cashew Nuts/జీడిపప్పు,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619707430076-5da8a9de-0ac4-40c8-97e5-fffc9a7e9a16.jpeg,True,1,,,False,1
223,Jedipappu/Cashew Nuts/జీడిపప్పు,250gm,165,175,165,Dry Fruits,this item is Jedipappu/Cashew Nuts/జీడిపప్పు,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619707430076-5da8a9de-0ac4-40c8-97e5-fffc9a7e9a16.jpeg,True,2,,,False,1
224,Jedipappu/Cashew Nuts/జీడిపప్పు,500gm,325,350,325,Dry Fruits,this item is Jedipappu/Cashew Nuts/జీడిపప్పు,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619707430076-5da8a9de-0ac4-40c8-97e5-fffc9a7e9a16.jpeg,True,3,,,False,1
225,Jedipappu/Cashew Nuts/జీడిపప్పు,1 Kg,650,700,650,Dry Fruits,this item is Jedipappu/Cashew Nuts/జీడిపప్పు,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619707430076-5da8a9de-0ac4-40c8-97e5-fffc9a7e9a16.jpeg,True,4,,,False,1
226,Kismiss/కిస్మిస్,50gm,15,18,15,Dry Fruits,this item is Kismiss/కిస్మిస్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619707605935-500b4475-5c86-4538-b74b-7eb0fd32b528.jpeg,True,0,,,False,1
227,Kismiss/కిస్మిస్,100gm,30,35,30,Dry Fruits,this item is Kismiss/కిస్మిస్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619707605935-500b4475-5c86-4538-b74b-7eb0fd32b528.jpeg,True,1,,,False,1
228,Kismiss/కిస్మిస్,250gm,75,90,75,Dry Fruits,this item is Kismiss/కిస్మిస్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619707605935-500b4475-5c86-4538-b74b-7eb0fd32b528.jpeg,True,2,,,False,1
229,Kismiss/కిస్మిస్,500gm,150,175,150,Dry Fruits,this item is Kismiss/కిస్మిస్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619707605935-500b4475-5c86-4538-b74b-7eb0fd32b528.jpeg,True,3,,,False,1
230,Kismiss/కిస్మిస్,1 Kg,300,350,300,Dry Fruits,this item is Kismiss/కిస్మిస్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619707605935-500b4475-5c86-4538-b74b-7eb0fd32b528.jpeg,True,4,,,False,1
231,Apis Royal Premium Dates (Buy 1 Get 1 Free),per 500 gram,230,230,230,Dry Fruits,this item is Apis Royal Premium Dates (Buy 1 Get 1 Free),100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620882038964-76ed9d55-42e3-473f-af3e-616fa85384f4.jpeg,True,0,,,False,1
232,Jedipappu Gundu/Cashew Nuts /జీడిపప్పు,per 500 gm,350,450,350,Dry Fruits,this item is Jedipappu Gundu/Cashew Nuts /జీడిపప్పు,100,https://cdn3.mydukaan.io/app/image/371x371/?url=https://dukaan-us.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1630150924130-4ba382b8-3a78-4848-930c-fefb13d12a81.jpeg,True,0,,,False,1
233,మైదా / Maida Loose,250gm,8,12,8,Flours(Pindi),this item is మైదా / Maida Loose,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619169155710-380b5787-ce5f-4975-805b-0ec8766db69b.jpeg,True,0,,,False,1
234,మైదా / Maida Loose,500gm,15,20,15,Flours(Pindi),this item is మైదా / Maida Loose,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619169155710-380b5787-ce5f-4975-805b-0ec8766db69b.jpeg,True,1,,,False,1
235,మైదా / Maida Loose,1 Kg,30,40,30,Flours(Pindi),this item is మైదా / Maida Loose,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619169155710-380b5787-ce5f-4975-805b-0ec8766db69b.jpeg,True,2,,,False,1
236,పూరి పిండి / గోదుమా పిండి / చపాతి పిండి /Puri Pindi/ Godhuma Pindi/ Chapathi Pindi/ Atta,500gm,15,20,15,Flours(Pindi),this item is పూరి పిండి / గోదుమా పిండి / చపాతి పిండి /Puri Pindi/ Godhuma Pindi/ Chapathi Pindi/ Atta,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619169068061-ecb22233-735a-4549-bb42-f3883d4c6ceb.jpeg,True,0,,,False,1
237,పూరి పిండి / గోదుమా పిండి / చపాతి పిండి /Puri Pindi/ Godhuma Pindi/ Chapathi Pindi/ Atta,1 Kg,30,40,30,Flours(Pindi),this item is పూరి పిండి / గోదుమా పిండి / చపాతి పిండి /Puri Pindi/ Godhuma Pindi/ Chapathi Pindi/ Atta,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619169068061-ecb22233-735a-4549-bb42-f3883d4c6ceb.jpeg,True,1,,,False,1
238,సేనగపిండి /Senaga Pindi / Besan Flour,250gm,20,25,20,Flours(Pindi),this item is సేనగపిండి /Senaga Pindi / Besan Flour,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619168901540-b6bde77d-b460-4d9d-9d17-ea726f2a7e9c.jpeg,True,0,,,False,1
239,సేనగపిండి /Senaga Pindi / Besan Flour,500gm,40,45,40,Flours(Pindi),this item is సేనగపిండి /Senaga Pindi / Besan Flour,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619168901540-b6bde77d-b460-4d9d-9d17-ea726f2a7e9c.jpeg,True,1,,,False,1
240,సేనగపిండి /Senaga Pindi / Besan Flour,1 Kg,80,90,80,Flours(Pindi),this item is సేనగపిండి /Senaga Pindi / Besan Flour,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619168901540-b6bde77d-b460-4d9d-9d17-ea726f2a7e9c.jpeg,True,2,,,False,1
241,Aashirvaad Atta/ఆశీర్వాద్ ఆట,5 Kg,240,270,240,Flours(Pindi),this item is Aashirvaad Atta/ఆశీర్వాద్ ఆట,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619252985632-70ccf2d9-0ef5-4c60-b808-4f509de122ec.jpeg,True,0,,,False,1
242,Maida Packet / మైదా 1 Kg,per kg,40,50,40,Flours(Pindi),this item is Maida Packet / మైదా 1 Kg,100,https://cdn3.mydukaan.io/app/image/371x371/?url=https://dukaan-us.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1629031564676-9a2fe050-7dc3-4c45-99c9-fd8d313bb74d.jpeg,True,0,,,False,1
243,Annapurna Atta/అన్నపూర్ణ ఆట,per kg,50,50,50,Flours(Pindi),this item is Annapurna Atta/అన్నపూర్ణ ఆట,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619179749415-8f8f046f-999f-4fba-9b1e-977d280db791.jpeg,True,0,,,False,1
244,Srilalitha Atta/శ్రీలలిత ఆట,1 Kg,40,45,40,Flours(Pindi),this item is Srilalitha Atta/శ్రీలలిత ఆట,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619179860625-cdc13387-3fe7-4695-91f4-854a6890aad1.jpeg,True,0,,,False,1
245,Harmony Atta/హార్మొనీ ఆట,1 Kg,40,48,40,Flours(Pindi),this item is Harmony Atta/హార్మొనీ ఆట,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619179916001-4636598e-1361-4a54-88fb-d06eb0e44fee.jpeg,True,0,,,False,1
246,Ragi Floor/ రాగి పిండి,per 500 gram,35,45,35,Flours(Pindi),this item is Ragi Floor/ రాగి పిండి,100,https://cdn3.mydukaan.io/app/image/371x371/?url=https://dukaan-us.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1630155259749-bd753b8f-bd44-429d-94ec-31d917bb6c49.jpeg,True,0,,,False,1
247,Corn Floor/మొక్కజొన్న పిండి,100gm,10,10,10,Flours(Pindi),this item is Corn Floor/మొక్కజొన్న పిండి,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620103861654-1c6be41e-9bd9-4823-93cc-5fb4823f7d30.jpeg,True,0,,,False,1
248,Corn Floor/మొక్కజొన్న పిండి,250gm,20,20,20,Flours(Pindi),this item is Corn Floor/మొక్కజొన్న పిండి,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620103861654-1c6be41e-9bd9-4823-93cc-5fb4823f7d30.jpeg,True,1,,,False,1
249,Corn Floor/మొక్కజొన్న పిండి,500gm,30,30,30,Flours(Pindi),this item is Corn Floor/మొక్కజొన్న పిండి,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620103861654-1c6be41e-9bd9-4823-93cc-5fb4823f7d30.jpeg,True,2,,,False,1
250,Corn Floor/మొక్కజొన్న పిండి,1 Kg,60,60,60,Flours(Pindi),this item is Corn Floor/మొక్కజొన్న పిండి,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620103861654-1c6be41e-9bd9-4823-93cc-5fb4823f7d30.jpeg,True,3,,,False,1
251,Coconut Powder/కొబ్బరి పొడి,100gm,30,30,30,Flours(Pindi),this item is Coconut Powder/కొబ్బరి పొడి,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620103982196-bb61a626-b9fd-4b9b-b057-8638f9a17a8e.jpeg,True,0,,,False,1
252,Coconut Powder/కొబ్బరి పొడి,250gm,65,65,65,Flours(Pindi),this item is Coconut Powder/కొబ్బరి పొడి,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620103982196-bb61a626-b9fd-4b9b-b057-8638f9a17a8e.jpeg,True,1,,,False,1
253,Coconut Powder/కొబ్బరి పొడి,500gm,125,125,125,Flours(Pindi),this item is Coconut Powder/కొబ్బరి పొడి,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620103982196-bb61a626-b9fd-4b9b-b057-8638f9a17a8e.jpeg,True,2,,,False,1
254,Coconut Powder/కొబ్బరి పొడి,1 Kg,250,250,250,Flours(Pindi),this item is Coconut Powder/కొబ్బరి పొడి,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620103982196-bb61a626-b9fd-4b9b-b057-8638f9a17a8e.jpeg,True,3,,,False,1
255,Pillsbury Chakki Atta,per kg,50,57,50,Flours(Pindi),this item is Pillsbury Chakki Atta,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620522736372-ffa9e43e-8f92-4fb9-9172-d22286c7ea71.jpeg,True,0,,,False,1
256,Aashirvaad Atta/ఆశీర్వాద్ ఆట,per kg,50,57,50,Flours(Pindi),this item is Aashirvaad Atta/ఆశీర్వాద్ ఆట,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622266594018-85c8c4e6-9dfe-43c6-a5c9-62a5f1a59071.jpeg,True,0,,,False,1
257,Varipindi/ Rice Floor,250 Gm,8,10,8,Flours(Pindi),this item is Varipindi/ Rice Floor,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1626003776636-f75fa69d-b985-4e9b-8eef-a3f67932e7e2.jpeg,True,0,,,False,1
258,Varipindi/ Rice Floor,500 Gm,15,20,15,Flours(Pindi),this item is Varipindi/ Rice Floor,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1626003776636-f75fa69d-b985-4e9b-8eef-a3f67932e7e2.jpeg,True,1,,,False,1
259,Varipindi/ Rice Floor,1 Kg,30,40,30,Flours(Pindi),this item is Varipindi/ Rice Floor,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1626003776636-f75fa69d-b985-4e9b-8eef-a3f67932e7e2.jpeg,True,2,,,False,1
260,Srilalitha Chakki Atta,per 5 kg,180,225,180,Flours(Pindi),this item is Srilalitha Chakki Atta,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/82f9aa85-3028-42e8-9767-b117c8cb8b11.jpg,True,0,,,False,1
261,Maida Packet / మైదా 500 Gm,per 500 gm,20,45,20,Flours(Pindi),this item is Maida Packet / మైదా 500 Gm,100,https://cdn3.mydukaan.io/app/image/371x371/?url=https://dukaan-us.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1629031678770-cff6e0fc-c2da-433d-984e-5f41a892516f.jpeg,True,0,,,False,1
262,Rin Detergent Powder / రిన్ డిటర్జెంట్ పౌడర్,Size: 55gm,5,5,5,Home Care,this item is Rin Detergent Powder / రిన్ డిటర్జెంట్ పౌడర్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/rin-detergent-powder-crsua62o98.jpg,True,0,,,False,1
263,Active Wheel Detergent / యాక్టివ్ వీల్ డిటర్జెంట్,Size: 60gm,5,5,5,Home Care,this item is Active Wheel Detergent / యాక్టివ్ వీల్ డిటర్జెంట్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254608482-7046d046-08db-4f70-b49c-2acfeb717d74.jpeg,True,0,,,False,1
264,Tide Plus Lemon & Mint Detergent Powder / టైడ్ ప్లస్ నిమ్మకాయ & పుదీనా డిటర్జెంట్ పౌడర్,105gm,10,10,10,Home Care,this item is Tide Plus Lemon & Mint Detergent Powder / టైడ్ ప్లస్ నిమ్మకాయ & పుదీనా డిటర్జెంట్ పౌడర్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/tide-plus-lemon-mint-detergent-powder-wa7gip7pt3.jpg,True,0,,,False,1
265,Tide Plus Lemon & Mint Detergent Powder / టైడ్ ప్లస్ నిమ్మకాయ & పుదీనా డిటర్జెంట్ పౌడర్,500gm,50,53,50,Home Care,this item is Tide Plus Lemon & Mint Detergent Powder / టైడ్ ప్లస్ నిమ్మకాయ & పుదీనా డిటర్జెంట్ పౌడర్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/tide-plus-lemon-mint-detergent-powder-wa7gip7pt3.jpg,True,1,,,False,1
266,Tide Plus Lemon & Mint Detergent Powder / టైడ్ ప్లస్ నిమ్మకాయ & పుదీనా డిటర్జెంట్ పౌడర్,1 Kg,105,110,105,Home Care,this item is Tide Plus Lemon & Mint Detergent Powder / టైడ్ ప్లస్ నిమ్మకాయ & పుదీనా డిటర్జెంట్ పౌడర్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/tide-plus-lemon-mint-detergent-powder-wa7gip7pt3.jpg,True,2,,,False,1
267,Tide Plus Lemon & Mint Detergent Powder / టైడ్ ప్లస్ నిమ్మకాయ & పుదీనా డిటర్జెంట్ పౌడర్,5kg(Free Bucket),490,499,490,Home Care,this item is Tide Plus Lemon & Mint Detergent Powder / టైడ్ ప్లస్ నిమ్మకాయ & పుదీనా డిటర్జెంట్ పౌడర్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/tide-plus-lemon-mint-detergent-powder-wa7gip7pt3.jpg,True,3,,,False,1
268,Surf Excel Quick Wash Detergent Powder / సర్ఫ్ ఎక్సెల్ క్విక్ వాష్ డిటర్జెంట్ పౌడర్,80gm,10,10,10,Home Care,this item is Surf Excel Quick Wash Detergent Powder / సర్ఫ్ ఎక్సెల్ క్విక్ వాష్ డిటర్జెంట్ పౌడర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254665523-cd7ad188-916b-4a0e-9f8a-cc3864c21f54.jpeg,True,0,,,False,1
269,Surf Excel Quick Wash Detergent Powder / సర్ఫ్ ఎక్సెల్ క్విక్ వాష్ డిటర్జెంట్ పౌడర్,500gm,90,90,90,Home Care,this item is Surf Excel Quick Wash Detergent Powder / సర్ఫ్ ఎక్సెల్ క్విక్ వాష్ డిటర్జెంట్ పౌడర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254665523-cd7ad188-916b-4a0e-9f8a-cc3864c21f54.jpeg,True,1,,,False,1
270,Surf Excel Quick Wash Detergent Powder / సర్ఫ్ ఎక్సెల్ క్విక్ వాష్ డిటర్జెంట్ పౌడర్,1 Kg,178,180,178,Home Care,this item is Surf Excel Quick Wash Detergent Powder / సర్ఫ్ ఎక్సెల్ క్విక్ వాష్ డిటర్జెంట్ పౌడర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254665523-cd7ad188-916b-4a0e-9f8a-cc3864c21f54.jpeg,True,2,,,False,1
271,Surf Excel Easy Wash Detergent Powder / సర్ఫ్ ఎక్సెల్ ఈజీ వాష్ డిటర్జెంట్ పౌడర్,per kg,125,128,125,Home Care,this item is Surf Excel Easy Wash Detergent Powder / సర్ఫ్ ఎక్సెల్ ఈజీ వాష్ డిటర్జెంట్ పౌడర్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/home-care/surf-excel-easy-wash-detergent-powder-o3t46z80mk.jpg,True,0,,,False,1
