,name,weight,retail_price,max_retail_price,category,url
21,sun flower oil(wisdom)/ విస్డం సన్‌ప్లవర్ నూనె,per liter,145,170,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622004128189-e215cac3-28f4-49a3-b1c5-b988be542684.jpeg
22,sun flower oil(wisdom)/ విస్డం సన్‌ప్లవర్ నూనె,per 500 ml,75,80,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622004201195-f7a997ca-9296-485f-adf1-2336db1d6e80.jpeg
23,priya cook lite grond nut oil/ ప్రియా కుక్ లైట్ వెరుసేనగా ఆయిల్,per liter,150,162,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622004283424-1778c7c3-de1f-4a93-8821-7818de3b7f8b.jpeg
24,kurnool groundnut oil/ కర్నూలు వేరుశనగ నూనె,per liter,160,220,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622004530759-1f8e371d-4110-4594-ada0-f1bbdd4e56a4.jpeg
25,kurnool groundnut oil/ కర్నూలు వేరుశనగ నూనె,per 5 liter,850,"1,080",oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622005816147-a6d08d5d-5c1c-4ed8-96c1-82b8786ac709.jpeg
26,kurnool groundnut oil/ కర్నూలు వేరుశనగ నూనె,per 15 kg,"2,700","3,100",oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622004543245-c226ba88-421a-4041-b0fe-0ce196952f16.jpeg
27,priya rice rich oil/ ప్రియా రైస్ రిచ్ ఆయిల్,per liter,160,170,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622005917439-e200856f-fdfb-4020-92ac-beabc7acffb7.jpeg
28,priya sunflower oil/ ప్రియా సన్ఫ్లవర్ ఆయిల్,per liter,160,195,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622006116489-009ca675-330e-41de-9412-af84e92b6487.jpeg
29,priya sunflower oil/ ప్రియా సన్ఫ్లవర్ ఆయిల్,per 5 liter,850,"1,080",oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622006106669-b2352960-10a1-42d3-826c-9b1f0a3151db.jpeg
30,idhayam gingelly oil/ఇధాయమ్ నువ్వుల నూని,per liter,275,287,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622006336223-3633b752-778c-4949-a050-396c16dc36be.jpeg
31,a.s brand gingelly oil / a.s బ్రాండ్ నువ్వులా నూని,per liter,325,333,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622267305290-bc52ed12-856d-4f88-a2ff-89e2217b35e9.jpeg
32,sunfit refined sunflower oil bottle / సన్‌ఫిట్ రిఫైన్డ్ సన్‌ఫ్లవర్ ఆయిల్ బాటిల్,per liter,150,,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622007097161-7f998da8-62a8-473d-a768-11a49c03b61a.jpeg
33,dabur vatika 7 ayurvedic herbs enriched coconut hair oil,per 90 ml,45,,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.ap-south-1.amazonaws.com/personal-care/dabur-vatika-7-ayurvedic-herbs-enriched-coconut-hair-oil-c672sk953d.jpg
34,dabur almond hair oil,Size: 100 Ml,65,,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/93326501-91e3-4887-9df5-1a1b97bbbe5c.jpg
35,ruchi dalda vanaspati 500gm,per 500 gm,65,75,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1624173120573-2fec0ff4-2d76-442d-a974-b0ffd714ea95.jpeg
36,ruchi dalda vanaspati 1 litre,per litre,120,123,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1624173151205-c72843e5-8a62-4bf4-a991-c7b446050144.jpeg
37,ruchi dalda vanaspati 200gm,per 200 gram,30,37,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1624173335106-5a59e140-f463-4323-a02e-f56bf9861b94.jpeg
38,ruchi dalda vanaspati 100gm,per 100 gram,20,24,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1624173219622-6d2767b2-de32-4555-a102-7405644e7a1a.jpeg
39,ruchi dalda vanaspati 50gm,per 50 gram,10,18,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1624173274676-48a0f1e9-6aba-44f7-b3e3-df7f0494f7fd.jpeg
40,gold winner sunflower oil 15 l tin,per 15 liter,"2,400","2,500",oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/384a983e-69ee-48a7-af14-8932fbec520d.jpg
41,wisdom rice bran oil,per liter,150,178,oils,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1626442783110-e2f21a96-4596-40a2-a207-6c2358be08a2.jpeg
0,కుంకుడికాయలు పెద్దవి / soap nut big size,Size: 250gm,45,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619169318902-5e7615a2-c75a-4c66-970c-2cfb8af3ba67.jpeg
1,కుంకుడికాయలు / soap nut,Size: 250gm,40,45.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619169281207-842f62d9-c400-440c-bb48-e96c153c1687.jpeg
2,dettol classic antiseptic liquid / డెటోల్ క్లాసిక్ యాంటిసెప్టిక్ లిక్విడ్,per liter,300,301.29,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/dettol-classic-antiseptic-liquid-tllexkuvi8.jpg
3,dettol hand wash / డెటోల్ హ్యాండ్ వాష్,per 250 ml,87,89.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253198051-83a47610-fdbf-468c-9791-7248b07b47e8.jpeg
4,savlon hand wash / సావ్లాన్ హ్యాండ్ వాష్,per 20 ml,25,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253252653-530fa4fb-e0fd-4e99-81d3-68168ee09006.jpeg
5,santoor sandal & turmeric soap / సంతూర్ శాండల్ & పసుపు సబ్బు,Size: 100gm,29,30.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/santoor-sandal-turmeric-soap-e7h8x4jtb2.jpg
6,santoor aloe fresh bathing soap / శాంతూర్ కలబంద తాజా స్నానపు సబ్బు,Size: 200gm(Set),39,40.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280737849-5c205b89-5008-41e6-972c-f2d25cfb3dd0.jpeg
7,santoor almond soft soap with sandal & almond milk / శాంతూర్ బాదం మిల్క్‌ సాఫ్ట్ సోప్,per 625 gram,145,150.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/santoor-almond-soft-soap-with-sandal-almond-milk-q6afhei74y.jpg
8,dettol original soap / డెటోల్ ఒరిజినల్ సబ్బు,Size: 45gm,10,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/dettol-original-soap-vdddjl3voy.jpg
9,dettol cool soap / డెటోల్ కూల్ సోప్,per 300 gram,96,99.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280785282-59292e01-2efb-4552-ba9d-cf8a40b89532.jpeg
10,dettol & moms bathing soap citrus / డెటోల్ & మామ్స్ స్నానపు సోప్ సిట్రస్,per 300 grams,120,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/dettol-moms-bathing-soap-citrus-zttuxu0f8b.jpg
11,pears pure & gentle bathing bar / పెర్స్ ప్యూర్ & జెంటిల్ బాత్ బార్,Size: 60gm,20,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/pears-pure-gentle-bathing-bar-obhfksf5mr.jpg
12,dove cream beauty bathing bar / డోవ్ క్రీమ్ బ్యూటీ బాత్ బార్,Size: 50gm,24,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/dove-cream-beauty-bathing-bar-6ks8fvlp7e.jpg
13,lifebouy neem / లైఫ్‌బాయ్ నీమ్,per 125 piece,30,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619274337454-4526a9b1-381c-4a24-b717-936b571a5469.jpeg
14,lifebuoy / లైఫ్‌బాయ్,per 50 gram,10,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280665065-806656ae-56b2-4754-a465-309175b6e3c4.jpeg
15,lifebuoy turmeric soap / లైఫ్‌బాయ్ పసుపు సబ్బు,per 125 gram,30,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280619933-4c4fd2e1-33e6-4c4d-b103-76303f5f0edf.jpeg
16,godrej shikakai soap/గోద్రేజ్ షికాకై సబ్బు,per 75 gram,22,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280562229-b8d81612-c782-43b1-9152-ba7d43ce4fff.jpeg
17,medimix soap/మెడిమిక్స్ సబ్బు,Size: 75gm,28,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619280499599-ecc202d2-e522-4167-a37e-a48f190012b3.jpeg
18,cinthol lime refreshing deo soap/సింథోల్ లైమ్ రిఫ్రెష్యంగ్ డియో సబ్బు,Size: 50gm,10,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/cinthol-lime-refreshing-deo-soap-g7elqokvc9.jpg
19,dettol skincare soap/డెటోల్ స్కిన్కేర్ సోప్,per 300 g,90,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/dettol-skincare-soap-5e9pw8rcx0.jpg
20,godrej no.1 sandal & turmeric soap/గోద్రేజ్ నెం .1 శాండల్ & పసుపు సబ్బు,Size: 252gm(Set),40,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/godrej-no-1-sandal-turmeric-soap-pn5xlz8boj.jpg
21,godrej no.1 jasmine milk cream soap/గోద్రేజ్ నెం .1 జాస్మిన్ మిల్క్ క్రీమ్ సోప్,per 500 g,80,84.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619274190469-dce0d6d9-0749-4d5f-9ed8-0f6b1a69bf9a.jpeg
22,cinthol original deodorant & complexion soap/సింథోల్ ఒరిజినల్ డియోడరెంట్ & కాంప్లెక్సియన్ సోప్,per 400 gm,145,151.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/cinthol-original-deodorant-complexion-soap-xyiw4qtkkw.jpg
23,rexona silky soft skin coconut & olive oil soap/రెక్స్ఓన సిల్కీ సాఫ్ట్ స్కిన్ కోకోనట్ & ఆలివ్ ఆయిల్ సోప్,per 100 grams,28,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/rexona-silky-soft-skin-coconut-olive-oil-soap-kotkiimp8s.jpg
24,lux rose & vitamin e soft glowing skin soap/లక్స్ రొసె & విటమిన్ e సాఫ్ట్ గ్లోవింగ్ స్కిన్ సబ్బు,Size: 50gm,10,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/lux-rose-vitamin-e-soft-glowing-skin-soap-bar-pysbe59mir.jpg
25,international lux creamy perfection/ఇంటర్నేషనల్ లక్స్ క్రీమీ పర్ఫెక్షన్,Size: 75gm,35,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619274095842-3fb51ab6-037c-4356-8348-647cbc49aeae.jpeg
26,sensodyne rapid relief toothpaste/సెన్సొడైన్ రాపిడ్ రిలీఫ్ టూత్ పేస్ట్,Size: 40gm,90,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/sensodyne-rapid-relief-toothpaste-op91s8veca.jpg
27,sensodyne sensitive fresh mint toothpaste/సెన్సొడైన్ సెన్సిటివిటి ఫ్రెష్ మింట్ టూత్ పేస్ట్,Size: 40gm,70,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/sensodyne-sensitive-fresh-mint-toothpaste-hznxz7cuo8.jpg
28,sensodyne fresh gel toothpaste/సెన్సొడైన్ ఫ్రెష్ జెల్ టూత్ పేస్ట్,Size: 40gm,40,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619273565324-1d9e05f0-d203-4543-b45f-7fe315cdfad6.jpeg
29,sensodyne whitening toothpaste/సెన్సొడైన్ వైట్నింగ్ టూత్ పేస్ట్,per 70 gram,130,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619273506347-c740c70e-f1d3-403f-9a25-2d7950fd1cb0.jpeg
30,pepsodent germicheck+ cavity protection toothpaste/పేపసిడెంట్ జర్మ్ చెక్ ప్లస్ కెవిటీ ప్రొటెక్షన్ టూత్ పేస్ట్,Size: 100gm,45,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/pepsodent-germicheck-cavity-protection-toothpaste-bn2eun4xc3.jpg
31,colgate sensitive toothpaste/కోల్గేట్ సెన్సిటివ్ టూత్ పేస్ట్,per 160 g,120,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/colgate-sensitive-toothpaste-0cpwheqxjw.jpg
32,colgate active salt toothpaste/కోల్గేట్ ఆక్టివ్ సాల్ట్ టూత్ పేస్ట్ (200 + 100) g,Size: 20gm,10,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/colgate-active-salt-toothpaste-200-100-g-qwz6y9q72l.jpg
33,colgate strong teeth dental cream toothpaste/కోల్గేట్ స్ట్రాంగ్ టీత్ డెంటల్ క్రీమ్ టూత్ పేస్ట్,Size: 20gm,10,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/colgate-strong-teeth-dental-cream-toothpaste-lnj609th79.jpg
34,closeup ever fresh red hot gel toothpaste/క్లోస్అప్ ఎవర్ రెడ్ హాట్ జెల్ టూత్ పేస్ట్,Size: 48gm,20,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/closeup-ever-fresh-red-hot-gel-toothpaste-vofg4299ww.jpg
35,colgate cibaca toothpaste/కోల్గేట్ సిబాకా టూత్ పేస్ట్,Size: 80gm,30,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/colgate-cibaca-toothpaste-ngk17wiisw.jpg
36,colgate swarna vedshakti/కోల్గేట్ స్వర్ణ వేదశక్తి,per 100 gram,50,52.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619273409540-5348778b-26b9-4937-81dd-c252a969f8a8.jpeg
37,dabur red toothpaste/డబుర్ రెడ్ టూత్ పేస్ట్,Size: 45gm,20,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/dabur-red-toothpaste-94abda4q0s.jpg
38,colgate max fresh red gel toothpaste/కోల్గేట్ మాక్స్ ఫ్రెష్ రెడ్ జెల్ టూత్ పేస్ట్,Size: 84gm,53,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/colgate-max-fresh-spicy-fresh-red-gel-toothpaste-4sz4vxfe7t.jpg
39,shikayalu / శికాయలుshikakai,Size: 250gm,35,40.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619626688484-27893d7b-1ce4-43d8-8c6f-107227812592.jpeg
40,"godrej expert rich creme ammonia free hair colour, natural black/గోద్రేజ్ ఎక్స్‌పర్ట్ రిచ్ క్రీమ్ అమ్మోనియా ఫ్రీ హెయిర్ కలర్, నేచురల్ బ్లాక్",per 20 g,30,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/godrej-expert-rich-creme-ammonia-free-hair-colour-natural-black-ychb66s0r1.jpg
41,godrej expert easy 5 minute hair colour/గోద్రేజ్ ఎక్స్‌పర్ట్ ఈజీ 5 మినిట్ హెయిర్ కలర్,per 20 ml,25,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619697938350-3c86a05a-d44f-48be-9de7-e5742eff23cd.jpeg
42,indica easy hair colour shampoo/ఇండికా ఈజీ హెయిర్ కలర్ షాంపూ,per 18 ml,25,27.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1624594809387-a1f932e6-d61f-4485-971d-f3311d525d4d.jpeg
43,v i p hair colour shampoo/v i p హెయిర్ కలర్ షాంపూ,per 20 ml,51,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619698252003-951f6529-81cd-43bf-a556-357dbc67e8b4.jpeg
44,eno regular fruit salt,per 5 g,9,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619754613456-29ff6ad2-ad02-456a-ae65-b0b24793edef.jpeg
45,eno orange flavour,per 5 grams,9,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619754602190-f5914b90-b864-4f82-94a0-e5943683b0da.jpeg
46,eno cola flavour,per 5 grams,9,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/eno-cola-flavour-0114rwm1e8.822000
47,godrej expert hair colour powder,per 3 gram,19,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619756279561-f2d49a5b-26f0-44b3-b113-4d910c30c76b.jpeg
48,dabur gulabari premium rose water,Size: 30ml,15,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/dabur-gulabari-premium-rose-water-h2sup11vph.jpg
49,shower to shower prickly heat powder,per 150 gram,110,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619760888360-7c8a0254-0c5a-48d6-82bb-8c43577a36e5.jpeg
50,navaratna cool talc powder,per 50 gram,45,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619760967576-e5428fce-d210-47f5-92b9-1c8f53072f9e.jpeg
51,navaratna mint cool talc powder,per 50 gram,45,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619761034252-12c93c8c-9b9a-402b-a3fd-212bcb7ed82d.jpeg
52,boro plus ice cool prickly heat powder,Size: 185 Gm,100,105.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619761176013-baf8e26f-7d2e-4970-be95-3a850f7ba502.jpeg
53,dermi cool prickly heat powder sandal,per 90 gram,80,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619761413178-05e565c8-c878-430a-8b3c-d24c8c31876b.jpeg
54,dermi cool prickly heat powder lavender,per 90 gram,80,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619761423970-ceaff8f1-d0e7-4d21-bbae-583f5708c8c3.jpeg
55,dermi cool prickly heat powder menthol,per 90 gram,80,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619761435797-d0be84b3-9bbc-4e04-a0e8-9b0ed03d064d.jpeg
56,pond's dreamflower pink lily fragrant talc,Size: 50gm,49,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/personal-care/pond-s-dreamflower-pink-lily-fragrant-talc-tq15lu6ywj.jpg
57,pond's magic acacia honey freshness talc powder,Size: 50gm,60,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619761812258-690bb9a5-42a4-4046-a366-2ce4528fdec2.jpeg
58,pond's sandal radiance talc powder,Size: 50gm,65,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619761848741-ca491fa5-f33c-4324-bb43-701552b8430c.jpeg
59,pond's starlight perfumed talc,per 50 gram,60,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619762239543-deb4c9a4-c9cd-4d28-9b6f-7911b3611dbc.jpeg
60,fogg body spray(napoleon),per 120 ml,180,185.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619762468341-73450e2d-aedf-4189-99a6-33b7d3cbf033.jpeg
61,fogg body spray(marco),per 120 ml,180,185.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619762529144-73c9dcab-0cb3-4c15-bd4a-c51fff044733.jpeg
62,vip hair colour shampo,per 180 ml,490,500.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619762720833-5d5d7508-e8b3-461d-ba02-2b2d7a641825.jpeg
63,axe signature denim shaving cream,per 30 gram,42,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619762820643-c6308a01-adae-473f-9129-1a7b4a0ab90c.jpeg
64,emami fair and hand some,Size: 15 Gm,25,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619763011320-e3e6ecef-f81a-461d-b311-0929797308d5.jpeg
65,fair & lovely advanced cream,Size: 25gm,56,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619763217908-f509ec5d-754a-4b58-9545-f1d903b4fdb8.jpeg
66,men's fair & lovely instant brightness,per 25 gram,75,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619763429699-7e08af8c-6224-4305-b51a-10cb2d6f5844.jpeg
67,vcare moustache & beard hair colour shampoo,per 5 ml,25,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619763556798-a9dc6c18-b624-4a15-a95a-66098f36e7f6.jpeg
68,wild stone freshness talc powder,per 300 gram,175,180.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619763806219-285d2fdd-7e9e-484d-be9b-51f2b794b8c5.jpeg
69,wild stone fragrant talc powder,per 300 gram,175,180.0,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619763878187-79681ecf-c55a-4b2c-a49c-ab36e3308aaf.jpeg
70,godrej hand sanitizer,per 100 ml,50,,personal care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619764034473-401c5784-56b3-4a9e-965c-8b8dd89f2f5a.jpeg
